session,name,fppcId
2017,ELSINORE VALLEY MUNICIPAL WATER DISTRICT,1396328
2017,"EMERALD SITE SERVICES, INC.",1396211
2017,"ENERGY FOUNDATION, THE",1328927
2017,EPATH DIGITAL/BUYOLOGY IQ,1407863
2017,EVOLUCITY,1408160
2017,FAMILY REAL PROPERTY  PARTNERSHIP LLC,1396102
2017,"FARMERS GROUP, INC., AN AFFILIATE OF ZURICH FINANCIAL SERVICES",1340096
2017,"FFL PARTNERS, LLC",1412713
2017,FLETCHER PLUMBING INC.,1396190
2017,"FLEX MARKETING GROUP, LLC",1407861
2017,"FLUENT, LLC",1407865
2017,"FOREMOST COMMUNITIES, INC.",1397480
2017,FORESTHILL TELEPHONE CO (DBA SEBASTIAN),1405418
2017,FRESNO IRRIGATION DISTRICT,1401352
2017,FRESNO PACIFIC UNIVERSITY,1400118
2017,FULLER THEOLOGICAL SEMINARY,1391872
2017,FUND FOR CONSTRUCTION INDUSTRY ADVANCEMENT (FCIA),P24704
2017,G & M OIL COMPANY INC.,1405377
2017,GENSTAR CAPITAL LLC,1412714
2017,GERAWAN FARMING,1359097
2017,"GGV MANAGMENT, L.L.C.",1407846
2017,"GIACALONE DESIGN SERVICES, INC.",1396156
2017,GOLETA WATER DISTRICT,1396118
2017,GRACE END CHILD POVERTY INSTITUTE,1397853
2017,GRANITE CONSTRUCTION INCORPORATED,P24671
2017,GREEN FIBER COMPANY,1397697
2017,"GREENBRIAR PROJECT OWNER, LP",1396053
2017,HARTFORD FINANCIAL SERVICES GROUP,1413778
2017,HELIX WATER DISTRICT,1396398
2017,"HERITAGE INTERESTS, LLC",1395546
2017,"HIGHRIDGE COSTA INVESTORS, LLC",1396281
2017,HMI CAPITAL,1412718
2017,HUMBOLDT BAY MUNICIPAL WATER DISTRICT,1397388
2017,"HUNSAKER & ASSOCIATES IRVINE, INC",1395353
2017,"INDEX VENTURES (US), INC.",1407849
2017,"JACKSON TIDUS, A  LAW CORPORATION",1395987
2017,JANNEY AND JANNEY,1385304
2017,"JOHN MOURIER CONSTRUCTION, INC.",1396182
2017,JUSTICE IN AGING,1401305
2017,KB HOME,1276443
2017,KERMAN TELEPHONE CO (DBA SEBASTIAN),1405417
2017,KINGS COUNTY WATER DISTRICT,1282988
2017,"KNIGHTED VENTURES, LLC",1399817
2017,KNOX TECHNOLOGIES,1407862
2017,"KTGY GROUP, INC.",1397315
2017,LAKE HEMET MUNICIPAL WATER DISTRICT,1396104
2017,LANGLOIS COMPANY; THE,1397885
2017,LAS VIRGENES MUNICIPAL WATER DISTRICT,1396702
2017,LEGAL AID AT WORK,1396214
2017,"LENNAR HOMES OF CALIFORNIA, INC. AND AFFILIATED ENTITIES",1396048
2017,"LEONARD GREEN & PARTNERS, L.P.",1412719
2017,"LEWIS PACIFIC PARTNERS, INCLUDING AGGREGATED CONTRIBUTIONS FROM LEWIS INVESTMENT COMPANY, LLC",1397111
2017,LIEFF CABRASER HEIMANN & BERNSTEIN,1407995
2017,LIFE PACIFIC UNIVERSITY,1392095
2017,"M.D.C. HOLDINGS, INC.",1395100
2017,"MAC KAY & SOMPS CIVIL ENGINEERS, INC.",1395693
2017,MADRIVO MEDIA LLC,1407868
2017,MARIN MUNICIPAL WATER DISTRICT,1395387
2017,MARINA COAST WATER DISTRICT,1396246
2017,MC NICHOLAS & MC NICHOLAS LLP,1408005
2017,"MEADOWS, KENNETH",1396179
2017,"MERITAGE HOMES OF CALIFORNIA, INC.",1396043
2017,"MILLER, DALE C.",1397888
2017,NATIONAL ASSOCIATION OF DENTAL PLANS,1366419
2017,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES (NAMIC),1401349
2017,NEW APPROACH PAC,1399786
2017,NEW VENTURE FUND,1399820
2017,NEWLAND REAL ESTATE GROUP,1397481
2017,NON-PROFIT HOUSING ASSOCIATION OF NORTHERN CALIFORNIA AND AFFILIATED ENTITY NPH ACTION,1399862
2017,NORTH MARIN WATER DISTRICT,1395500
2017,OAKDALE IRRIGATION DISTRICT,1395649
2017,OB MEDIA LLC,1408260
2017,"ONE LEGAL, LLC",1385305
2017,"OPEN SOCIETY POLICY CENTER, INC.",1410243
2017,"PANISH, SHEA AND BOYLE LLP",1408006
2017,PARENT REVOLUTION,1399874
2017,PARTHENON CAPITAL PARTNERS,1412721
2017,PARTNERSHIP FOR CHILDREN & YOUTH,1397776
2017,PATIENTS FOR AFFORDABLE DRUGS,1402341
2017,PATRICIA ANN RAMIREZ DBA ALBERT RAMIREZ BAIL BONDS,1397890
2017,"PENINSULA PLASTICS RECYCLING, INC.",1378475
2017,PINNACLES TELEPHONE CO.,1405467
2017,PLACER LAND TRUST,1415041
2017,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,1378843
2017,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,1348888
2017,PLANNED PARENTHOOD ADVOCATES MAR MONTE,1378753
2017,PLANNED PARENTHOOD ADVOCATES PASADENA & SAN GABRIEL VALLEY,1397872
2017,PLANNED PARENTHOOD CENTRAL COAST ACTION FUND,1407623
2017,PLANNED PARENTHOOD OF ORANGE & SAN BERNARDINO COUNTIES ACTION FUND,1378807
2017,POINT LOMA NAZARENE UNIVERSITY,1399861
2017,"PONDEROSA HOMES II, INC.",1276445
2017,"PONDEROSA TELEPHONE COMPANY, THE",1396247
2017,POWER COMPANY OF WYOMING,1398888
2017,PROGRESSIVE CASUALTY INSURANCE CO.,1412749
2017,"PROMETHEUS REAL ESTATE GROUP, INC.",1408300
2017,PROVIDENCE CHRISTIAN COLLEGE,1415556
2017,PUBLIC COUNSEL,1407570
2017,"PULTEGROUP, INC.",1396098
2017,RAPID LEGAL,1385306
2017,"RAYMUS HOMES, INC.",1395922
2017,"REPET, INC.",1378477
2017,RG ENVIRONMENTAL HOLDINGS INC.,1392082
2017,"RIBBIT MANAGEMENT COMPANY, LLC",1407848
2017,ROBINS CLOUD LLP,1407990
2017,"ROBINSON CALCAGNIE, INC.",1407988
2017,"ROUTE ONE INVESTMENT COMPANY, L.P.",1412722
2017,RUGGERI-JENSEN-AZAR,1395231
2017,SAN JOSE POLICE OFFICERS' ASSOCIATION,1413325
2017,SANTA ANA CREEK DEVELOPMENT COMPANY DBA MARK COMP,1396186
2017,SANTA CLARA UNIFIED SCHOOL DISTRICT,1413534
2017,SCHROEDER LOSCOTOFF LLP,1415540
2017,SEIU 2015,1397628
2017,SEIU UNITED HEALTHCARE WORKERS WEST,1276614
2017,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN,1396012
2017,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521,1340255
2017,"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC",1302175
2017,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99,1349726
2017,SERVICE EMPLOYEES INTERNATIONAL UNION UNITED SERVICE WORKERS WEST (SEIU USWW),1399870
2017,SHEA HOMES,1276447
2017,SIERRA TELEPHONE COMPANY,1306660
2017,"SIGNATURE DEVELOPMENT GROUP, INC.",1399959
2017,"SIGNATURE HOMES, INC.",1400022
2017,"SILVERWOOD LANDSCAPE CONSTRUCTION, INC.",1395842
2017,SIMPSON UNIVERSITY,1392459
2017,SIMS METAL MANAGEMENT,1318031
2017,SISKIYOU TELEPHONE COMPANY,1396090
2017,SKIKOS CRAWFORD,1407989
2017,SMART CITIES PREVAIL,1399866
2017,SOQUEL CREEK WATER DISTRICT,1395665
2017,SOUTH COAST WATER DISTRICT,1396097
2017,SOUTHERN CALIFORNIA PARTNERSHIP FOR JOBS,1396178
2017,SOUTHWEST REGIONAL COUNCIL OF CARPENTERS,1288413
2017,STICHTING CHANGING MARKETS,1399845
2017,"STONEFIELD HOME, INC.",1395799
2017,SURFRIDER FOUNDATION,1396237
2017,"SUTTER HILL MANAGEMENT COMPANY, LLC",1407851
2017,"TAYLOR MORRISON, INC.",1396051
2017,TDS TELECOM,1405283
2017,THORPE DESIGN INC.,1396204
2017,"TITLEMAX OF CALIFORNIA, INC.",1406671
2017,"TOLL BROTHERS, INC.",1395316
2017,"TOWNE DEVELOPMENT OF SACRAMENTO, INC.",1395274
2017,"TRACY HILLS PROJECT OWNER, LLC",1396052
2017,TRANSFORM,1329059
2017,"TRI POINTE GROUP, INC.",1394982
2017,TRUCKEE DONNER LAND TRUST,1415040
2017,"TWR ENTERPRISES, INC.",1396266
2017,"UCP, LLC",1397059
2017,UNITE CALIFORNIA STUDENTS DBA THE KIDS UNION,1405461
2017,VALLECITOS WATER DISTRICT,1396377
2017,"VAN NESS HAYES ASSOCIATES, LLC",1405253
2017,VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,1392157
2017,"VECTOR CAPITAL MANAGEMENT, L.P.",1412725
2017,"VERDECO RECYCLING, INC.",1378478
2017,VISTA IRRIGATION DISTRICT,1401209
2017,VOLCANO TELEPHONE COMPANY,1396213
2017,VOTE SOLAR,1380645
2017,"WALKUP, MELODIA, KELLY & SCHOENBERGER APC FBO NORCAL FIRES",1407991
2017,WALNUT VALLEY WATER DISTRICT,1405104
2017,WATTS GUERRA,1408008
2017,WESTLANDS WATER DISTRICT,1394832
2017,WESTMONT COLLEGE,1399860
2017,WHATIFHOLDINGS,1407864
2017,WILLIAM JESSUP UNIVERSITY,1392109
2017,"WILLIAM LYON HOMES, INC.",1276450
2017,WOMEN'S FOUNDATION OF CALIFORNIA,1265164
2017,"WOODSIDE GROUP, LLC",1396184
2017,"WORKSAFE, INC.",1322570
2017,"WP DEVELOPMENT COMPANY, LLC",1396049
2017,YORBA LINDA WATER DISTRICT,1406149
2015,ADVOCACY FUND; THE,1377369
2015,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES 57 DISTRICT COUNCIL 57",1378648
2015,ASSOCIATION OF FAITH BASED INSTITUTIONS,1392097
2015,BECKET FUND,1392107
2015,BLACK OAK GALLERY,1385234
2015,CALIFORNIA ALLIANCE FOR JOBS,P24740
2015,"CALIFORNIA CONGRESS OF PARENTS, STUDENTS AND TEACHERS, INC.",1299896
2015,CALIFORNIA PARENTS  FOR PUBLIC VIRTUAL EDUCATIN,1389928
2015,CALIFORNIA PLANNED PARENTHOOD EDUCATION FUND,1378872
2015,CALIFORNIA PROFESSIONAL ASSOCIATION OF SPECIALTY CONTRACTORS (CALPASC),1376904
2015,CALIFORNIANS AGAINST HIGHER TAXES,1319860
2015,CALIFORNIANS FOR CLEAN ENERGY AND JOBS,1385412
2015,CALIFORNIANS FOR ENERGY INDEPENDENCE,1368757
2015,CALIFORNIANS FOR WATER SECURITY,1387414
2015,CARBONLITE INDUSTRIES,1380672
2015,CARE PATROL-GILBERT,1380960
2015,CARING FOR CALIFORNIANS,1378863
2015,CENTER FOR COMMUNITY CHANGE,1377371
2015,COMMONWEALTH OF AUSTRALIA,1392896
2015,COMMUNITY PARTNERS,1385218
2015,CONCORDIA UNIVERSITY,1392096
2015,CONSTRUCTION INDUSTRY ADVANCEMENT FUND OF SOUTHERN CALIFORNIA (CIAF),P24703
2015,CORONA DEPARTMENT OF WATER AND POWER; CITY OF,1396358
2015,COURAGE CAMPAIGN,1373266
2015,"CROSSFIT, INC.",1382376
2015,"DHS FACILITIES, LLC",1380936
2015,"DISCOUNT CAREGIVERS, INC.",1380937
2015,"ECOPET PASTICS, INC.",1378476
2015,EDUCATION COALITION; THE,1303365
2015,"ENERGY FOUNDATION, THE",1328927
2015,"ENERGY FREEDOM COALITION OF AMERICA, LLC",1382364
2015,FRONTIER COMMUNICATIONS CORPORATION,1387491
2015,FULLER THEOLOGICAL SEMINARY,1391872
2015,FUND FOR CONSTRUCTION INDUSTRY ADVANCEMENT (FCIA),P24704
2015,"GLOBAL PET, INC.",1378479
2015,GOLETA WATER DISTRICT,1396118
2015,GRANITE CONSTRUCTION INCORPORATED,P24671
2015,"GREEN WORK VENTURES, INC.",1380938
2015,HELIX WATER DISTRICT,1396398
2015,HEWLETT FOUNDATION; THE WILLAM AND FLORA,1302211
2015,HNTB CORPORATION,1378699
2015,HOLD POLITICIANS ACCOUNTABLE,1387168
2015,"HOLISTIC HEALING ALTERNATIVES, INC.",1380940
2015,HUMBOLDT BAY MUNICIPAL WATER DISTRICT,1397388
2015,INDEPENDENT VOTER PAC,1373302
2015,JANNEY AND JANNEY,1385304
2015,"KASS & STROUT, INC.",1380935
2015,KINGS COUNTY WATER DISTRICT,1282988
2015,LAKE HEMET MUNICIPAL WATER DISTRICT,1396104
2015,LAS VIRGENES MUNICIPAL WATER DISTRICT,1396702
2015,LIFE PACIFIC COLLEGE,1392095
2015,MARIN MUNICIPAL WATER DISTRICT,1395387
2015,MASTER'S UNIVERSITY AND SEMINARY,1392144
2015,"MUNGER JR., CHARLES T.",1343963
2015,"ONE LEGAL, LLC",1385305
2015,"PENINSULA PLASTICS RECYCLING, INC.",1378475
2015,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,1378843
2015,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,1348888
2015,PLANNED PARENTHOOD ADVOCATES MAR MONTE,1378753
2015,PLANNED PARENTHOOD OF ORANGE & SAN BERNARDINO COUNTIES ACTION FUND,1378807
2015,PUBLIC ADVOCATES,1357454
2015,PUBLIC POLICY INSTITUTE OF CALIFORNIA,1344219
2015,RAPID LEGAL,1385306
2015,"REPET, INC.",1378477
2015,RG ENVIRONMENTAL HOLDINGS INC.,1392082
2015,"ROGERS, LLOYD",1380939
2015,SEIU UNITED HEALTHCARE WORKERS WEST,1276614
2015,SEIU UNITED LONG TERM CARE WORKERS LOCAL 6434,1366361
2015,"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC",1302175
2015,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99,1349726
2015,SIERRA TELEPHONE COMPANY,1306660
2015,SIMPSON UNIVERSITY,1392459
2015,"STATOIL WIND US, LLC",1378822
2015,"TEACH PLUS, INC.",1385609
2015,"THINK LONG COMMITTEE, INC.",1377210
2015,TRAFFIC SAFETY COALITION,1357388
2015,TRANSFORM,1329059
2015,VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,1392157
2015,"VERDECO RECYCLING, INC.",1378478
2015,VOTE SOLAR,1380645
2015,WE CARE 4 CA,1359332
2015,WESTLANDS WATER DISTRICT,1394832
2015,WILLIAM JESSUP UNIVERSITY,1392109
2015,WOMEN'S FOUNDATION OF CALIFORNIA,1265164
2015,"WORKING ASSETS FUNDING SERVICE, INC.",1233158
2013,ACTION NOW INITAITIVE,1370070
2013,"ADP, INC. (ON BEHALF OF ITS TAX CREDIT SERVICES BUSINESS)",1338227
2013,AFFORDABLE HOME CARE AGENCY,1315240
2013,AMERICAN BEVERAGE ASSOCIATION,1325932
2013,"ARGYROS, ANASTASIOS",1358367
2013,B & H EDUCATION,1366165
2013,BALDWIN & SONS,1357564
2013,BELLUS ACADEMY,1366164
2013,BETTER LIVING SACRAMENTO,1338297
2013,BIKES BELONG FOUNDATION,1357402
2013,"BROOKFIELD DEL MAR BUILDERS, INC.",1357352
2013,"BROTHERTON, TOM",1356220
2013,BUILDING INDUSTRY ASSOCIATION OF SAN DIEGO COUNTY,1357581
2013,CALGUNS FOUNDATION; THE,1361753
2013,"CALIFORNIA CONGRESS OF PARENTS, STUDENTS AND TEACHERS, INC.",1299896
2013,CALIFORNIA ENVIRONMENTAL JUSTICE ALLIANCE,1361666
2013,CALIFORNIA HOMELESS AND HOUSING COALITION,1357423
2013,"CALIFORNIA PUBLIC SAFETY VOTER GUIDE, A PROJECT OF POLICIES ISSUES INSTITUTE",1368669
2013,CALIFORNIANS AGAINST HIGHER OIL TAXES,1363999
2013,CALIFORNIANS AGAINST HIGHER TAXES,1319860
2013,CALIFORNIANS FOR ENERGY INDEPENDENCE,1368757
2013,CALIFORNIANS FOR JUSTICE EDUCATION FUND,1318970
2013,CENTER FOR YOUTH WELLNESS,1367799
2013,"CHOYNAKE, BRIAN",1356221
2013,"CLARK, JONATHAN",1360988
2013,CLEAN WATER AND JOBS FOR CALIFORNIA,1361473
2013,COMMON GROUND FOR JOBS AND THE ENVIRONMENT,1357140
2013,COMMON SENSE MEDIA,1368873
2013,COMMONWEALTH OF AUSTRALIA,1392896
2013,COMMUNITY ACTION FUND OF PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES,1349037
2013,CONSTRUCTION INDUSTRY ADVANCEMENT FUND OF SOUTHERN CALIFORNIA (CIAF),P24703
2013,COURAGE CAMPAIGN,1373266
2013,"DAYTON, BIRNEY",1356225
2013,DISTRICT COUNCIL OF IRON WORKERS OF STATE OF CALIFORNIA AND VICINITY,1358915
2013,"DUNKELBERGER, PHILLIP",1358366
2013,E&B NATURAL RESOURCES MANAGEMENT CORP.,1373106
2013,ECOLOGY AUTO PARTS,1354858
2013,EDUCATION COALITION; THE,1303365
2013,"ELLIS  PARTNERS, LLC",1357335
2013,"ENERGY FOUNDATION, THE",1328927
2013,ENTERTAINMENT UNION COALITION,1366282
2013,"ERICKSON, S. OSBORN",1357366
2013,"FIRST ADVANTAGE TAX CONSULTING SERVICES, LLC",1359769
2013,FOUNDATION FOR RESEARCH AND EDUCATION PAC,1373303
2013,"FOWLER, JAMES",1356223
2013,FUND FOR CONSTRUCTION INDUSTRY ADVANCEMENT (FCIA),P24704
2013,GERAWAN FARMING,1359097
2013,GOLDEN GATE UNIVERSITY,1342263
2013,GOVERN FOR CALIFORNIA ACTION COMMITTEE,1366387
2013,"GRABILL, PAUL",1356369
2013,GRANITE CONSTRUCTION INCORPORATED,P24671
2013,H.G. FENTON COMPANY,1357350
2013,"HANSEN, BRUCE",1356224
2013,HEWLETT FOUNDATION; THE WILLAM AND FLORA,1302211
2013,"HINES TRANSBAY TOWER, LLC",1357333
2013,"HUNTER/STORM, LLC",1357364
2013,INDEPENDENT VOTER PAC,1373302
2013,INSTITUTE FOR COLLEGE ACCESS & SUCCESS; THE,1317807
2013,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS LOCAL LODGE 92,1359139
2013,"KHEMANI, RAJIV",1356450
2013,KINGS COUNTY WATER DISTRICT,1282988
2013,LOCAL ONE ISSUES COMMITTEE,1318003
2013,"MAGNUSON, RICHARD",1360989
2013,"MUNGER JR., CHARLES T.",1343963
2013,"MURAD, INC.",1361657
2013,"NAG, RON JON",1360986
2013,NATIONAL ASSOCIATION OF DENTAL PLANS,1366419
2013,NATIONAL COUNCIL OF LA RAZA (NCLR),1349480
2013,NORTHROP GUMMAN CORPORATION,1368668
2013,OTAY LAND COMPANY,1357562
2013,"OVERSTREET, BRIAN M.",1356222
2013,"PLAIN, JR, HENRY",1360987
2013,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,1348888
2013,"PRESSURE PRODUCTS, INC.",1358368
2013,PUBLIC ADVOCATES,1357454
2013,PUBLIC POLICY INSTITUTE OF CALIFORNIA,1344219
2013,"ROBERTSON, MICHAEL",1361066
2013,SACRAMENTO BASKETBALL HOLDINGS,1361621
2013,SAN FRANSICO FLANNING & URBAN RESEARCH ASSOCIATION,1357331
2013,SEIU UNITED LONG TERM CARE WORKERS LOCAL 6434,1366361
2013,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521,1340255
2013,"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC",1302175
2013,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99,1349726
2013,"SHAH, MUNJAL",1356226
2013,SIERRA TELEPHONE COMPANY,1306660
2013,SIMS METAL MANAGEMENT,1318031
2013,SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL 16,1359249
2013,TRAFFIC SAFETY COALITION,1357388
2013,TRANSFORM,1329059
2013,UFCW WESTERN STATES SUPER FUND,1362329
2013,UNITARIAN UNIVERSALIST LEGISLATIVE MINISTRY ACTION NETWORK,1340236
2013,UNITARIAN UNIVERSALIST SERVICE COMMITTEE,1340272
2013,UNITED CALIFORNIA PRACTITIONERS OF CHINESE MEDICINE,1361636
2013,"VAN AMERINGEN, HENRY",1361613
2013,WE CARE 4 CA,1359332
2013,"WORKING ASSETS FUNDING SERVICE, INC.",1233158
2013,"YOUNG, JAMES F.",1360985
2011,"ADP, INC. (ON BEHALF OF ITS TAX CREDIT SERVICES BUSINESS)",1338227
2011,"ADVANCED POLYBAG TEXAS, INC.",1333655
2011,AFFORDABLE HOME CARE AGENCY,1315240
2011,AFSCME CALIFORNIA PEOPLE ADVOCACY & EDUCATION FUND,1267274
2011,ALTA IRRIGATION DISTRICT,1282982
2011,AMERICAN BEVERAGE ASSOCIATION,1325932
2011,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, LOCAL 3299",1349135
2011,"BAKER COMMODITIES, INC.",1342770
2011,BETTER LIVING SACRAMENTO,1338297
2011,CALIFORNIA CENTER FOR PUBLIC HEALTH ADVOCACY,1289570
2011,"CALIFORNIA CONGRESS OF PARENTS, STUDENTS AND TEACHERS, INC.",1299896
2011,"CALIFORNIA CREDITS GROUP, LLC",1347111
2011,CALIFORNIA FAMILIES AGAINST PRIVATIZING RETIREMENT,1276485
2011,"CALIFORNIA INSTITUTE FOR JOBS, ECONOMY AND EDUCATIONS",1342628
2011,CALIFORNIA ISSUES FORUM,1336043
2011,CALIFORNIANS AGAINST HIGHER TAXES,1319860
2011,"CARLSON WAGONLIT TRAVEL, INC.",1338231
2011,CATHOLIC HEALTHCARE WEST,1241256
2011,CLEAIRE,1348846
2011,COMMUNITY ACTION FUND OF PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES,1349037
2011,CONSTRUCTION INDUSTRY ADVANCEMENT FUND OF SOUTHERN CALIFORNIA (CIAF),P24703
2011,COUNCIL OF ACUPUNCTURE AND ORIENTAL MEDICINE ASSOCIATIONS,1338364
2011,"CUMMINS WEST, INC.",1348843
2011,DELUXE CORPORATION,1338235
2011,"DONALDSON COMPANY, INC.",1348844
2011,EAST BAY COMMUNITY FOUNDATION,1328832
2011,ECOLOGY AUTO PARTS,1354858
2011,EDUCATION COALITION; THE,1303365
2011,"ENERGY FOUNDATION, THE",1328927
2011,ENGINE CONTROL SYSTEMS,1348838
2011,FARMERS & MERCHANTS BANK,1338270
2011,"FARMERS GROUP, INC., AN AFFILIATE OF ZURICH FINANCIAL SERVICES",1340096
2011,FIELDSTEAD & COMPANY,1338294
2011,FRESH AND EASY NEIGHBORHOOD MARKET,1339989
2011,FUND FOR CONSTRUCTION INDUSTRY ADVANCEMENT (FCIA),P24704
2011,GOLDEN GATE UNIVERSITY,1342263
2011,GRIEGO; VICTOR,1348799
2011,GULFSTREAM AEROSPACE CORPORATION,1339701
2011,HEWLETT FOUNDATION; THE WILLAM AND FLORA,1302211
2011,INLAND EMPIRE RESOURCE CONSERVATION DISTRICT,1342766
2011,INSTITUTE FOR COLLEGE ACCESS & SUCCESS; THE,1317807
2011,INTERNET INNOVATION ALLIANCE,1341575
2011,JOHNSON MATTHEY,1348845
2011,LA NEIGHBORS UNITED,1342607
2011,"LAQUER, URBAN, CLIFFORD & HODGE, LLP",1352948
2011,"LIQTECH, NA",1348841
2011,LOCAL ONE ISSUES COMMITTEE,1318003
2011,LOS ANGELES AREA CHAMBER OF COMMERCE,P24705
2011,"MC LANE COMPANY, INC.",1338267
2011,"MUNGER JR., CHARLES T.",1343963
2011,NATIONAL COUNCIL OF LA RAZA (NCLR),1349480
2011,NEW MAJORITY CALIFORNIA,1315206
2011,"NIBBI BROS. ASSOCIATES, INC.",1338269
2011,"NO ON 26, TEACHERS, POLICE OFFICERS AND OTHER PUBLIC AND PRIVATE EMPLOYEES GROUPS PROTECTING TAXPAYERS",1340199
2011,O'MELVENY & MEYERS LLP PAC,1338295
2011,"ONEWEST BANK, FSB",1338268
2011,"PETRELLI ELECTRIC, INC.",1338347
2011,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,1348888
2011,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,1348984
2011,PUBLIC POLICY INSTITUTE OF CALIFORNIA,1344219
2011,RIVERSIDE-CORONA RESOURCE CONSERVATION DISTRICT,1342768
2011,SAN DIEGO NATIONAL SPORTS TRAINING FOUNDATION,1342152
2011,"SCHNITZER STEEL INDUSTRIES, INC.",1317971
2011,SEIU UNITED HEALTHCARE WORKERS WEST,1276614
2011,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521,1340255
2011,"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC",1302175
2011,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99,1349726
2011,SIERRA TELEPHONE COMPANY,1306660
2011,SIMS METAL MANAGEMENT,1318031
2011,TALX INCORPORATED,1254756
2011,TRANSFORM,1329059
2011,U.S. CHAMBER OF COMMERCE,1285526
2011,UMICORE AUTOCAT USA INC.,1348842
2011,UNITARIAN UNIVERSALIST LEGISLATIVE MINISTRY ACTION NETWORK,1340236
2011,UNITARIAN UNIVERSALIST SERVICE COMMITTEE,1340272
2011,VERNON CHAMBER OF COMMERCE,1338328
2011,WOMEN'S FOUNDATION OF CALIFORNIA,1265164
2011,"WORKING ASSETS FUNDING SERVICE, INC.",1233158
2009,21ST CENTURY TRANSMISSION,1336061
2009,ACADEMIC PROFESSIONAL OF CALIFORNIA,1324136
2009,ADVANCE POLYBAG (TEXAS) INC.,1333655
2009,AFFORDABLE HOME CARE AGENCY,1315240
2009,AFSCME CALIFORNIA PEOPLE ADVOCACY & EDUCATION FUND,1267274
2009,AFSCME DISTRICT COUNCIL 36,1319731
2009,"ALL CITY EMPLOYEES ASSOCIATION, AFSCME LOCAL 3090",1267286
2009,ALTA IRRIGATION DISTRICT,1282982
2009,AMEREX CORPORATION,1333223
2009,AMERICAN BEVERAGE ASSOCIATION,1325932
2009,AMITY FOUNDATION,1303671
2009,"BRE PROPERTIES, INC.",1306639
2009,BREHM COMMUNITIES,1292201
2009,"BROAD FOUNDATION, THE",1329120
2009,BROOKFIELD TRANSMISSION,1336062
2009,CA INDEPENDENT VOTER PROJECT,1318053
2009,"CALATLANTIC GROUP, INC.",1276449
2009,CALIFORNIA CENTER FOR PUBLIC HEALTH ADVOCACY,1289570
2009,"CALIFORNIA CONGRESS OF PARENTS, STUDENTS AND TEACHERS, INC.",1299896
2009,CALIFORNIA DREAM TEAM,1262390
2009,CALIFORNIA FAMILIES AGAINST PRIVATIZING RETIREMENT,1276485
2009,CALIFORNIA FORWARD ACTION FUND,1319800
2009,CALIFORNIA ISSUES FORUM,1336043
2009,CALIFORNIA REPUBLICAN PARTY,C25830
2009,CALIFORNIA VOTE PROJECT 2010,1319717
2009,CALIFORNIANS AGAINST HIGHER TAXES,1319860
2009,CALIFORNIANS FOR AN INDEPENDENT U.C. (BY FRIENDS OF U.C.),1322469
2009,CALIFORNIANS FOR JUSTICE EDUCATION FUND,1318970
2009,CENTER POINT INC.,1297674
2009,CHILD CARE LAW CENTER,1283256
2009,CITIZENS FOR RESPONSIBLE BUDGETS AND ACCOUNTABILITY,1319790
2009,COALITION OF COUNTY UNIONS,1276609
2009,COMMITTEE FOR WORKING FAMILIES,1317890
2009,COMMON SENSE INFORMATION,1330137
2009,CONSTRUCTION INDUSTRY ADVANCEMENT FUND OF SOUTHERN CALIFORNIA (CIAF),P24703
2009,EAST BAY COMMUNITY FOUNDATION,1328832
2009,EDUCATION COALITION; THE,1303365
2009,ELLIOTT HOMES INC.,1292202
2009,"ENERGY FOUNDATION, THE",1328927
2009,FOLIO WINEMAKERS STUDIO,1328995
